AIRPORT7070,AIRPORT7070,"Dawson Community Airport","Glendive","United States","GDV","KGDV"
AIRPORT1771,AIRPORT1771,"Goloson International Airport","La Ceiba","Honduras","LCE","MHLC"
AIRPORT1770,AIRPORT1770,"San José Airport","San Jose","Guatemala",null,"MGSJ"
AIRPORT9249,AIRPORT9249,"Brandywine Airport","West Goshen Township","United States","OQN","KOQN"
AIRPORT9248,AIRPORT9248,"Hanover / Saugeen Municipal Airport","Hanover","Canada",null,"CYHS"
AIRPORT3949,AIRPORT3949,"Santa Barbara Municipal Airport","Santa Barbara","United States","SBA","KSBA"
AIRPORT9247,AIRPORT9247,"Parry Sound Area Municipal Airport","Parry Sound","Canada","YPD","CNK4"
AIRPORT3948,AIRPORT3948,"Monterey Peninsula Airport","Monterey","United States","MRY","KMRY"
AIRPORT3947,AIRPORT3947,"Ithaca Tompkins Regional Airport","Ithaca","United States","ITH","KITH"
AIRPORT9245,AIRPORT9245,"Holland Landing Airpark","Holland Landing","Canada",null,"CLA4"
AIRPORT3946,AIRPORT3946,"Elmira Corning Regional Airport","Elmira","United States","ELM","KELM"
AIRPORT9244,AIRPORT9244,"Orillia Airport","Orillia","Canada",null,"CNJ4"
AIRPORT3945,AIRPORT3945,"Lewiston Nez Perce County Airport","Lewiston","United States","LWS","KLWS"
AIRPORT9243,AIRPORT9243,"Edenvale Aerodrome","Edenvale","Canada",null,"CNV8"
AIRPORT3944,AIRPORT3944,"Pullman Moscow Regional Airport","Pullman","United States","PUW","KPUW"
AIRPORT7069,AIRPORT7069,"The Florida Keys Marathon Airport","Marathon","United States","MTH","KMTH"
AIRPORT3943,AIRPORT3943,"Kobe Airport","Kobe","Japan","UKB","RJBE"
AIRPORT9241,AIRPORT9241,"Niagara District Airport","Saint Catherines","Canada","YCM","CYSN"
AIRPORT7068,AIRPORT7068,"Mc Cook Ben Nelson Regional Airport","McCook","United States","MCK","KMCK"
AIRPORT1769,AIRPORT1769,"Retalhuleu Airport","Retalhuleu","Guatemala",null,"MGRT"
AIRPORT3942,AIRPORT3942,"Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG"
AIRPORT9240,AIRPORT9240,"Lindsay Airport","Lindsay","Canada","NF4","CNF4"
AIRPORT7067,AIRPORT7067,"Alliance Municipal Airport","Alliance","United States","AIA","KAIA"
AIRPORT3941,AIRPORT3941,"Eleftherios Venizelos International Airport","Athens","Greece","ATH","LGAV"
AIRPORT7066,AIRPORT7066,"Chadron Municipal Airport","Chadron","United States","CDR","KCDR"
AIRPORT1767,AIRPORT1767,"La Aurora Airport","Guatemala City","Guatemala","GUA","MGGT"
AIRPORT3940,AIRPORT3940,"Ngurah Rai (Bali) International Airport","Denpasar","Indonesia","DPS","WADD"
AIRPORT7065,AIRPORT7065,"Sidney Richland Municipal Airport","Sidney","United States","SDY","KSDY"
AIRPORT1766,AIRPORT1766,"Coban Airport","Coban","Guatemala","CBV","MGCB"
AIRPORT7064,AIRPORT7064,"Dickinson Theodore Roosevelt Regional Airport","Dickinson","United States","DIK","KDIK"
AIRPORT1765,AIRPORT1765,"Bananera Airport","Bananera","Guatemala",null,"MGBN"
AIRPORT7063,AIRPORT7063,"Devils Lake Regional Airport","Devils Lake","United States","DVL","KDVL"
AIRPORT1764,AIRPORT1764,"Cibao International Airport","Santiago","Dominican Republic","STI","MDST"
AIRPORT7062,AIRPORT7062,"Shenandoah Valley Regional Airport","Weyers Cave","United States","SHD","KSHD"
AIRPORT1763,AIRPORT1763,"San Isidro Air Base","San Isidoro","Dominican Republic",null,"MDSI"
AIRPORT7061,AIRPORT7061,"Lake Cumberland Regional Airport","Somerset","United States","SME","KSME"
AIRPORT1762,AIRPORT1762,"Las Américas International Airport","Santo Domingo","Dominican Republic","SDQ","MDSD"
AIRPORT7060,AIRPORT7060,"La Macaza / Mont-Tremblant International Inc Airport","Mont-Tremblant","Canada","YTM","CYFJ"
AIRPORT1761,AIRPORT1761,"Gregorio Luperon International Airport","Puerto Plata","Dominican Republic","POP","MDPP"
AIRPORT1760,AIRPORT1760,"Punta Cana International Airport","Punta Cana","Dominican Republic","PUJ","MDPC"
AIRPORT9239,AIRPORT9239,"Stanhope Municipal Airport","Haliburton","Canada","ND4","CND4"
AIRPORT9238,AIRPORT9238,"Markham Airport","Markham","Canada","NU8","CNU8"
AIRPORT3939,AIRPORT3939,"Sukhothai Airport","Sukhothai","Thailand","THS","VTPO"
AIRPORT9237,AIRPORT9237,"Huronia Airport","Midland","Canada","YEE","CYEE"
AIRPORT3938,AIRPORT3938,"Khon Kaen Airport","Khon Kaen","Thailand","KKC","VTUK"
AIRPORT9236,AIRPORT9236,"Barrie-Orillia (Lake Simcoe Regional Airport)","Barrie-Orillia","Canada","YLK","CYLS"
AIRPORT3937,AIRPORT3937,"Ubon Ratchathani Airport","Ubon Ratchathani","Thailand","UBP","VTUU"
AIRPORT3936,AIRPORT3936,"Nakhon Phanom Airport","Nakhon Phanom","Thailand","KOP","VTUW"
AIRPORT3935,AIRPORT3935,"Nakhon Ratchasima Airport","Nakhon Ratchasima","Thailand","NAK","VTUQ"
AIRPORT9233,AIRPORT9233,"Tak Airport","Tak","Thailand","TKT","VTPT"
AIRPORT9232,AIRPORT9232,"Neumünster Airport","Neumuenster","Germany","EUM","EDHN"
AIRPORT7059,AIRPORT7059,"Chautauqua County-Jamestown Airport","Jamestown","United States","JHW","KJHW"
AIRPORT3933,AIRPORT3933,"Nakhon Si Thammarat Airport","Nakhon Si Thammarat","Thailand","NST","VTSF"
AIRPORT7058,AIRPORT7058,"Northern Aroostook Regional Airport","Frenchville","United States","WFK","KFVE"
AIRPORT1759,AIRPORT1759,"Casa De Campo International Airport","La Romana","Dominican Republic","LRM","MDLR"
AIRPORT3932,AIRPORT3932,"Chiang Rai International Airport","Chiang Rai","Thailand","CEI","VTCT"
AIRPORT1758,AIRPORT1758,"Cabo Rojo Airport","Cabo Rojo","Dominican Republic",null,"MDCR"
AIRPORT3931,AIRPORT3931,"Chiang Mai International Airport","Chiang Mai","Thailand","CNX","VTCC"
AIRPORT7056,AIRPORT7056,"Charlotte County Airport","Punta Gorda","United States","PGD","KPGD"
AIRPORT1757,AIRPORT1757,"Maria Montez International Airport","Barahona","Dominican Republic","BRX","MDBH"
AIRPORT3930,AIRPORT3930,"Incheon International Airport","Seoul","South Korea","ICN","RKSI"
AIRPORT1756,AIRPORT1756,"Arroyo Barril Airport","Samana","Dominican Republic","EPS","MDAB"
AIRPORT7054,AIRPORT7054,"Manistee Co Blacker Airport","Manistee","United States","MBL","KMBL"
AIRPORT1755,AIRPORT1755,"South Caicos Airport","South Caicos","Turks and Caicos Islands","XSC","MBSC"
AIRPORT7053,AIRPORT7053,"Zamperini Field","Torrance","United States","TOA","KTOA"
AIRPORT1754,AIRPORT1754,"Providenciales Airport","Providenciales","Turks and Caicos Islands","PLS","MBPV"
AIRPORT7052,AIRPORT7052,"Xi'an Xiguan Airport","Xi\\'AN","China","SIA","ZLSN"
AIRPORT1753,AIRPORT1753,"North Caicos Airport","North Caicos","Turks and Caicos Islands","NCA","MBNC"
AIRPORT7051,AIRPORT7051,"Gunnison Crested Butte Regional Airport","Gunnison","United States","GUC","KGUC"
AIRPORT1751,AIRPORT1751,"Poprad-Tatry Airport","Poprad","Slovakia","TAT","LZTT"
AIRPORT1750,AIRPORT1750,"Trenčín Airport","Trencin","Slovakia",null,"LZTN"
AIRPORT9229,AIRPORT9229,"Sigiriya Air Force Base","Sigiriya","Sri Lanka","GIU","VCCS"
AIRPORT9228,AIRPORT9228,"Johnson County Executive Airport","Olathe","United States","OJC","KOJC"
AIRPORT3929,AIRPORT3929,"Adi Sumarmo Wiryokusumo Airport","Solo City","Indonesia","SOC","WARQ"
AIRPORT9227,AIRPORT9227,"Likoma Island Airport","Likoma Island","Malawi","LIX","FWLK"
AIRPORT3928,AIRPORT3928,"Juanda International Airport","Surabaya","Indonesia","SUB","WARR"
AIRPORT9226,AIRPORT9226,"Flying Cloud Airport","Eden Prairie","United States","FCM","KFCM"
AIRPORT3927,AIRPORT3927,"Waingapu Airport","Waingapu","Indonesia","WGP","WADW"
AIRPORT9225,AIRPORT9225,"Andrau Airpark","Houston","United States","AAP","KAAP"
AIRPORT3924,AIRPORT3924,"Muhammad Salahuddin Airport","Bima","Indonesia","BMU","WADB"
AIRPORT3923,AIRPORT3923,"Selaparang Airport","Mataram","Indonesia","AMI","WADA"
AIRPORT7048,AIRPORT7048,"Volk Field","Camp Douglas","United States","VOK","KVOK"
AIRPORT1749,AIRPORT1749,"Sliač Airport","Sliac","Slovakia","SLD","LZSL"
AIRPORT3922,AIRPORT3922,"Tanjung Santan Airport","Tanjung Santan","Indonesia",null,"WALT"
AIRPORT7047,AIRPORT7047,"Whiting Field Naval Air Station South Airport","Cuxhaven","Germany","NDZ","KNDZ"
AIRPORT1748,AIRPORT1748,"Piešťany Airport","Piestany","Slovakia","PZY","LZPP"
AIRPORT3921,AIRPORT3921,"Temindung Airport","Samarinda","Indonesia","SRI","WALS"
AIRPORT7046,AIRPORT7046,"Pápa Air Base","Papa","Hungary",null,"LHPA"
AIRPORT1747,AIRPORT1747,"Kuchyňa Air Base","Malacky","Slovakia",null,"LZMC"
AIRPORT3920,AIRPORT3920,"Juwata Airport","Taraken","Indonesia","TRK","WALR"
AIRPORT1746,AIRPORT1746,"Košice Airport","Kosice","Slovakia","KSC","LZKZ"
AIRPORT1745,AIRPORT1745,"M. R. Štefánik Airport","Bratislava","Slovakia","BTS","LZIB"
AIRPORT1744,AIRPORT1744,"Vršac International Airport","Vrsac","Serbia",null,"LYVR"
AIRPORT7042,AIRPORT7042,"Rosecrans Memorial Airport","Rosecrans","United States","STJ","KSTJ"
AIRPORT1743,AIRPORT1743,"Tivat Airport","Tivat","Montenegro","TIV","LYTV"
AIRPORT1742,AIRPORT1742,"Priština International Airport","Pristina","Serbia","PRN","BKPR"
AIRPORT1741,AIRPORT1741,"Podgorica Airport","Podgorica","Montenegro","TGD","LYPG"
AIRPORT1740,AIRPORT1740,"Nis Airport","Nis","Serbia","INI","LYNI"
AIRPORT9218,AIRPORT9218,"Nyeri Airport","NYERI","Kenya","NYE","HKNI"
AIRPORT3919,AIRPORT3919,"Sultan Aji Muhamad Sulaiman Airport","Balikpapan","Indonesia","BPN","WALL"
AIRPORT3917,AIRPORT3917,"Komodo (Mutiara II) Airport","Labuhan Bajo","Indonesia","LBJ","WATO"
AIRPORT9215,AIRPORT9215,"Bouarfa Airport","Bouarfa","Morocco",null,"GMFB"
AIRPORT3916,AIRPORT3916,"El Tari Airport","Kupang","Indonesia","KOE","WATT"
AIRPORT3915,AIRPORT3915,"Frans Sales Lega Airport","Ruteng","Indonesia","RTG","WATG"
AIRPORT3914,AIRPORT3914,"Ende (H Hasan Aroeboesman) Airport","Ende","Indonesia","ENE","WATE"
AIRPORT3913,AIRPORT3913,"Maumere(Wai Oti) Airport","Maumere","Indonesia","MOF","WATC"
AIRPORT1739,AIRPORT1739,"Belgrade Nikola Tesla Airport","Belgrade","Serbia","BEG","LYBE"
AIRPORT7037,AIRPORT7037,"Prince Sultan Air Base","Al Kharj","Saudi Arabia",null,"OEPS"
AIRPORT1738,AIRPORT1738,"Gibraltar Airport","Gibraltar","Gibraltar","GIB","LXGB"
AIRPORT3911,AIRPORT3911,"Tjilik Riwut Airport","Palangkaraya","Indonesia","PKY","WAOP"
AIRPORT7036,AIRPORT7036,"Bagram Air Base","Kabul","Afghanistan",null,"OAIX"
AIRPORT1737,AIRPORT1737,"Skopje Alexander the Great Airport","Skopje","Macedonia","SKP","LWSK"
AIRPORT3910,AIRPORT3910,"Iskandar Airport","Pangkalan Bun","Indonesia","PKN","WAOI"
AIRPORT7035,AIRPORT7035,"Hutchinson Municipal Airport","Hutchinson","United States","HUT","KHUT"
AIRPORT1736,AIRPORT1736,"Ohrid St. Paul the Apostle Airport","Ohrid","Macedonia","OHD","LWOH"
AIRPORT1735,AIRPORT1735,"Chişinău International Airport","Chisinau","Moldova","KIV","LUKK"
AIRPORT7033,AIRPORT7033,"Strezhevoy Airport","Strezhevoy","Russia","SWT","UNSS"
AIRPORT1734,AIRPORT1734,"Balti International Airport","Saltsy","Moldova","BZY","LUBL"
AIRPORT1733,AIRPORT1733,"Selçuk Efes Airport","Izmir","Turkey",null,"LTFB"
AIRPORT1732,AIRPORT1732,"Kaklıç Airport","Izmir","Turkey",null,"LTFA"
AIRPORT7030,AIRPORT7030,"Inisheer Aerodrome","Inisheer","Ireland","INQ","EIIR"
AIRPORT1731,AIRPORT1731,"Siirt Airport","Siirt","Turkey",null,"LTCL"
AIRPORT3909,AIRPORT3909,"Batu Licin Airport","Batu Licin","Indonesia",null,"WAOC"
AIRPORT9207,AIRPORT9207,"Warnervale Airport","Warnervale Airport","Australia",null,"YWVA"
AIRPORT3908,AIRPORT3908,"Syamsudin Noor Airport","Banjarmasin","Indonesia","BDJ","WAOO"
AIRPORT3907,AIRPORT3907,"Dabo Airport","Singkep","Indonesia","SIQ","WIDS"
AIRPORT9205,AIRPORT9205,"Bumi Airport","Bumi Hills","Zimbabwe",null,"FVBM"
AIRPORT3906,AIRPORT3906,"Raja Haji Fisabilillah International Airport","Tanjung Pinang","Indonesia","TNJ","WIDN"
AIRPORT3905,AIRPORT3905,"Pangkal Pinang (Depati Amir) Airport","Pangkal Pinang","Indonesia","PGK","WIPK"
AIRPORT3904,AIRPORT3904,"Buluh Tumbang (H A S Hanandjoeddin) Airport","Tanjung Pandan","Indonesia","TJQ","WIOD"
AIRPORT3903,AIRPORT3903,"Hang Nadim International Airport","Batam","Indonesia","BTH","WIDD"
AIRPORT1729,AIRPORT1729,"Batman Airport","Batman","Turkey","BAL","LTCJ"
AIRPORT7027,AIRPORT7027,"Interlaken Air Base","Interlaken","Switzerland","ZIN","LSMI"
AIRPORT1728,AIRPORT1728,"Van Ferit Melen Airport","Van","Turkey","VAN","LTCI"
AIRPORT3901,AIRPORT3901,"Achmad Yani Airport","Semarang","Indonesia","SRG","WARS"
AIRPORT7026,AIRPORT7026,"Mojave Airport","Mojave","United States","MHV","KMHV"
AIRPORT3900,AIRPORT3900,"Pondok Cabe Air Base","Jakarta","Indonesia","PCB","WIHP"
AIRPORT7025,AIRPORT7025,"Catalina Airport","Catalina Island","United States","AVX","KAVX"
AIRPORT1726,AIRPORT1726,"Trabzon International Airport","Trabzon","Turkey","TZX","LTCG"
AIRPORT7023,AIRPORT7023,"Corpus Christi Naval Air Station/Truax Field","Corpus Christi","United States","NGP","KNGP"
AIRPORT1724,AIRPORT1724,"Erzurum International Airport","Erzurum","Turkey","ERZ","LTCE"
AIRPORT7022,AIRPORT7022,"Berens River Airport","Berens River","Canada","YBV","CYBV"
AIRPORT1723,AIRPORT1723,"Erzincan Airport","Erzincan","Turkey","ERC","LTCD"
AIRPORT7021,AIRPORT7021,"Ankeny Regional Airport","Ankeny","United States","IKV","KIKV"
AIRPORT1722,AIRPORT1722,"Diyarbakir Airport","Diyabakir","Turkey","DIY","LTCC"
AIRPORT7020,AIRPORT7020,"Lakeland-Noble F. Lee Memorial field","Minocqua - Woodruff","United States","ARV","KARV"
AIRPORT1721,AIRPORT1721,"Elazığ Airport","Elazig","Turkey","EZS","LTCA"
AIRPORT7019,AIRPORT7019,"Eagle River Union Airport","Eagle River","United States","EGV","KEGV"
AIRPORT7018,AIRPORT7018,"Thief River Falls Regional Airport","Thief River Falls","United States","TVF","KTVF"
AIRPORT1719,AIRPORT1719,"Samandıra Air Base","Istanbul","Turkey",null,"LTBX"
AIRPORT7017,AIRPORT7017,"Grand Rapids Itasca Co-Gordon Newstrom field","Grand Rapids MN","United States","GPZ","KGPZ"
AIRPORT1718,AIRPORT1718,"Imsık Airport","Bodrum","Turkey","BXN","LTBV"
AIRPORT7016,AIRPORT7016,"Ely Municipal Airport","Ely","United States","LYU","KELO"
AIRPORT7015,AIRPORT7015,"Spirit of St Louis Airport","Null","United States","SUS","KSUS"
AIRPORT1716,AIRPORT1716,"Akhisar Airport","Akhisar","Turkey",null,"LTBT"
AIRPORT7014,AIRPORT7014,"Hays Regional Airport","Hays","United States","HYS","KHYS"
AIRPORT1715,AIRPORT1715,"Dalaman International Airport","Dalaman","Turkey","DLM","LTBS"
AIRPORT7013,AIRPORT7013,"Great Bend Municipal Airport","Great Bend","United States","GBN","KGBD"
AIRPORT7012,AIRPORT7012,"Prince Rupert/Seal Cove Seaplane Base","Prince Rupert","Canada","ZSW","CZSW"
AIRPORT1713,AIRPORT1713,"Cengiz Topel Airport","Topel","Turkey",null,"LTBQ"
AIRPORT7011,AIRPORT7011,"Sussex County Airport","Georgetown","United States","GED","KGED"
AIRPORT1712,AIRPORT1712,"Yalova Airport","Yalova","Turkey",null,"LTBP"
AIRPORT7010,AIRPORT7010,"Birrfeld Airport","Birrfeld","Switzerland",null,"LSZF"
AIRPORT1710,AIRPORT1710,"Kütahya Airport","Kutahya","Turkey",null,"LTBN"
AIRPORT7009,AIRPORT7009,"Kerrville Municipal Louis Schreiner Field","Kerrville","United States","ERV","KERV"
AIRPORT1709,AIRPORT1709,"Isparta Airport","Isparta","Turkey",null,"LTBM"
AIRPORT1708,AIRPORT1708,"Çiğli Airport","Izmir","Turkey","IGL","LTBL"
AIRPORT1707,AIRPORT1707,"Gaziemir Airport","Izmir","Turkey",null,"LTBK"
AIRPORT1706,AIRPORT1706,"Adnan Menderes International Airport","Izmir","Turkey","ADB","LTBJ"
AIRPORT1705,AIRPORT1705,"Eskişehir Air Base","Eskisehir","Turkey","ESK","LTBI"
AIRPORT7003,AIRPORT7003,"Ulyanovsk Baratayevka Airport","Ulyanovsk","Russia","ULV","UWLL"
AIRPORT1703,AIRPORT1703,"Bandırma Airport","Bandirma","Turkey","BDM","LTBG"
AIRPORT7001,AIRPORT7001,"Aspen-Pitkin Co/Sardy Field","Aspen","United States","ASE","KASE"
AIRPORT1702,AIRPORT1702,"Balıkesir Merkez Airport","Balikesir","Turkey","BZI","LTBF"
AIRPORT7000,AIRPORT7000,"Malad City Airport","Malad City","United States","MLD","KMLD"
AIRPORT1701,AIRPORT1701,"Atatürk International Airport","Istanbul","Turkey","IST","LTBA"
AIRPORT8798,AIRPORT8798,"Brackett Field","La Verne","United States","POC","KPOC"
AIRPORT8796,AIRPORT8796,"Renton Municipal Airport","Renton","United States","RNT","KRNT"
AIRPORT8793,AIRPORT8793,"Hardwick Field","Cleveland","United States","HDI","KHDI"
AIRPORT8792,AIRPORT8792,"Georgetown County Airport","Georgetown","United States","GGE","KGGE"
AIRPORT8790,AIRPORT8790,"Beaver County Airport","Beaver Falls","United States","BFP","KBVI"
AIRPORT8789,AIRPORT8789,"Malcolm McKinnon Airport","Brunswick","United States","SSI","KSSI"
AIRPORT8785,AIRPORT8785,"Sondok Airport","Hamhung","North Korea","DSO","ZKSD"
AIRPORT8784,AIRPORT8784,"Lima Allen County Airport","Lima","United States","AOH","KAOH"
AIRPORT8782,AIRPORT8782,"Cooma Hospital Helipad","Yuzhno-Kurilsk","Russia","DEE","YXCM"
AIRPORT8780,AIRPORT8780,"Magan Airport","Yakutsk","Russia",null,"UEMM"
AIRPORT8777,AIRPORT8777,"Lake Placid Airport","Lake Placid","United States","LKP","KLKP"
AIRPORT8776,AIRPORT8776,"Zaqatala International Airport","Zaqatala","Azerbaijan","ZTU","UBBY"
AIRPORT8775,AIRPORT8775,"Gabala International Airport","Qabala","Azerbaijan","GBB","UBBQ"
AIRPORT8774,AIRPORT8774,"Lankaran International Airport","Lankaran","Azerbaijan","LLK","UBBL"
AIRPORT8773,AIRPORT8773,"Bost Airport","Lashkar Gah","Afghanistan","BST","OABT"
AIRPORT8772,AIRPORT8772,"Chester County G O Carlson Airport","Coatesville","United States","CTH","KMQS"
AIRPORT8771,AIRPORT8771,"Lompoc Airport","Lompoc","United States","LPC","KLPC"
AIRPORT8763,AIRPORT8763,"Clarksville–Montgomery County Regional Airport","Clarksville","United States","CKV","KCKV"
AIRPORT8762,AIRPORT8762,"Rio Amazonas Airport","Pastaza","Ecuador","PTZ","SESM"
AIRPORT8761,AIRPORT8761,"Tiputini Airport","Tiputini","Ecuador","TPN","SETI"
AIRPORT8759,AIRPORT8759,"Galion Municipal Airport","Galion","United States","GQQ","KGQQ"
AIRPORT8752,AIRPORT8752,"Nusawiru Airport","Nusawiru","Indonesia",null,"WI1A"
AIRPORT8751,AIRPORT8751,"Góraszka Airport","Goraszka","Poland",null,"EPGO"
AIRPORT8750,AIRPORT8750,"Peenemünde Airport","Peenemunde","Germany","PEF","EDCP"
AIRPORT4390,AIRPORT4390,"Shun Tak Heliport","Hong Kong","Hong Kong",null,"VHST"
AIRPORT8747,AIRPORT8747,"Luce County Airport","Newberry","United States","ERY","KERY"
AIRPORT8746,AIRPORT8746,"Moma Airport","Honuu","Russia",null,"UEMA"
AIRPORT8745,AIRPORT8745,"Mys Shmidta Airport","Mys Shmidta","Russia",null,"UHMI"
AIRPORT8744,AIRPORT8744,"Stevens Point Municipal Airport","Stevens Point","United States","STE","KSTE"
AIRPORT8743,AIRPORT8743,"Waupaca Municipal Airport","Waupaca","United States","PCZ","KPCZ"
AIRPORT11684,AIRPORT11684,"Kenora Seaplane Base","Kenora","Canada",null,"CJM9"
AIRPORT8742,AIRPORT8742,"Fond du Lac County Airport","Fond du Lac","United States","FLD","KFLD"
AIRPORT8740,AIRPORT8740,"Gorno-Altaysk Airport","Gorno-Altaysk","Russia","RGK","UNBG"
AIRPORT4388,AIRPORT4388,"Dubuque Regional Airport","Dubuque IA","United States","DBQ","KDBQ"
AIRPORT4387,AIRPORT4387,"Tuscaloosa Regional Airport","Tuscaloosa AL","United States","TCL","KTCL"
AIRPORT4386,AIRPORT4386,"Albert J Ellis Airport","Jacksonville NC","United States","OAJ","KOAJ"
AIRPORT4384,AIRPORT4384,"Arcata Airport","Arcata CA","United States","ACV","KACV"
AIRPORT4383,AIRPORT4383,"Smith Field","Fort Wayne IN","United States","SMD","KSMD"
AIRPORT4382,AIRPORT4382,"Johnston Atoll Airport","Johnston Island","Johnston Atoll","JON","PJON"
AIRPORT4381,AIRPORT4381,"Niigata Airport","Niigata","Japan","KIJ","RJSN"
AIRPORT4380,AIRPORT4380,"Longjia Airport","Changchun","China","CGQ","ZYCC"
AIRPORT11673,AIRPORT11673,"William Creek Airport","William Creek","Australia",null,"YWMC"
AIRPORT4379,AIRPORT4379,"Ivanovo South Airport","Ivanovo","Russia","IWA","UUBI"
AIRPORT4377,AIRPORT4377,"Uray Airport","Uraj","Russia","URJ","USHU"
AIRPORT4376,AIRPORT4376,"Novosibirsk North Airport","Novosibirsk","Russia",null,"UNCC"
AIRPORT4375,AIRPORT4375,"Sary-Arka Airport","Karaganda","Kazakhstan","KGF","UAKK"
AIRPORT4374,AIRPORT4374,"Yemelyanovo Airport","Krasnoyarsk","Russia","KJA","UNKL"
AIRPORT4373,AIRPORT4373,"Kogalym International Airport","Kogalym","Russia","KGP","USRK"
AIRPORT4372,AIRPORT4372,"Pskov Airport","Pskov","Russia","PKV","ULOO"
AIRPORT4371,AIRPORT4371,"Naryan Mar Airport","Naryan-Mar","Russia","NNM","ULAM"
AIRPORT2197,AIRPORT2197,"Bhagatanwala Airport","Bhagtanwala","Pakistan",null,"OPBG"
AIRPORT4370,AIRPORT4370,"Pechora Airport","Pechora","Russia","PEX","UUYP"
AIRPORT2196,AIRPORT2196,"Thumrait Air Base","Thumrait","Oman","TTH","OOTH"
AIRPORT2195,AIRPORT2195,"Salalah Airport","Salalah","Oman","SLL","OOSA"
AIRPORT2194,AIRPORT2194,"Muscat International Airport","Muscat","Oman","MCT","OOMS"
AIRPORT2193,AIRPORT2193,"Masirah Air Base","Masirah","Oman","MSH","OOMA"
AIRPORT2192,AIRPORT2192,"Khasab Air Base","Khasab","Oman","KHS","OOKB"
AIRPORT2191,AIRPORT2191,"Sharjah International Airport","Sharjah","United Arab Emirates","SHJ","OMSJ"
AIRPORT2190,AIRPORT2190,"Ras Al Khaimah International Airport","Ras Al Khaimah","United Arab Emirates","RKT","OMRK"
AIRPORT8723,AIRPORT8723,"Ust-Tsylma Airport","Ust-Tsylma","Russia",null,"UUYX"
AIRPORT8722,AIRPORT8722,"Bekily Airport","Bekily","Madagascar","OVA","FMSL"
AIRPORT8721,AIRPORT8721,"Antsirabe Airport","Antsirabe","Madagascar","ATJ","FMME"
AIRPORT4369,AIRPORT4369,"Usinsk Airport","Usinsk","Russia","USK","UUYS"
AIRPORT4368,AIRPORT4368,"Ukhta Airport","Ukhta","Russia","UCT","UUYH"
AIRPORT4367,AIRPORT4367,"Aktau Airport","Aktau","Kazakhstan","SCO","UATE"
AIRPORT4365,AIRPORT4365,"Noyabrsk Airport","Noyabrsk","Russia","NOJ","USRO"
AIRPORT4364,AIRPORT4364,"Novy Urengoy Airport","Novy Urengoy","Russia","NUX","USMU"
AIRPORT4363,AIRPORT4363,"Saratov Central Airport","Saratov","Russia","RTW","UWSS"
AIRPORT2189,AIRPORT2189,"Fujairah International Airport","Fujeirah","United Arab Emirates","FJR","OMFJ"
AIRPORT4362,AIRPORT4362,"Talagi Airport","Arkhangelsk","Russia","ARH","ULAA"
